X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209
-1,-9,-14,-17,-14,-12,-14,-17,-16,-16,-17,-14,-12,-14,-14,-14,-14,-17,-14,-16,-19,-19,-20,-19,-20,-20,-19,-19,-22,-20,-22,-20,-20,-20,-16,-17,-16,-20,-16,-14,-16,-14,-12,-12,-14,-11,-9,-4,3,11,19,30,35,36,40,41,48,59,72,81,99,115,129,160,168,155,173,198,235,293,321,363,406,456,517,581,629,680,752,816,881,937,985,1046,1105,1145,1177,1207,1230,1252,1279,1297,1303,1308,1310,1311,1307,1286,1263,1241,1214,1177,1138,1092,1030,978,924,839,749,693,632,575,507,438,379,334,289,233,179,126,78,43,9,-1,-6,4,-28,-38,-35,-33,-16,-3,0,-3,-8,-16,-19,1,-44,-75,-54,-54,-20,16,-11,-38,-36,-9,-4,-20,-28,-40,-51,-43,-36,0,-1,-35,-44,-41,-52,-44,-35,-41,-40,-35,-43,-52,-44,-40,-41,-35,-38,-38,-28,-28,-25,-30,-22,-22,-12,-9,-12,-11,-14,-12,-14,-19,-19,-20,-16,-19,-20,-20,-25,-19,-11,-9,-11,-22,-27,-28,-25,-25,-27,-30,-28,-27,-24
1,-6,-12,-14,-17,-16,-14,-22,-17,-17,-17,-17,-17,-16,-19,-19,-20,-17,-17,-19,-19,-19,-19,-16,-16,-19,-19,-19,-19,-19,-20,-20,-20,-22,-20,-22,-22,-20,-20,-19,-16,-17,-14,-14,-11,-11,-8,-1,4,9,19,33,40,30,43,44,51,59,68,83,97,113,128,164,168,158,172,197,237,291,320,360,406,458,518,571,619,666,731,810,869,925,969,1037,1098,1145,1178,1207,1236,1252,1279,1308,1323,1323,1318,1319,1310,1294,1271,1242,1217,1178,1151,1109,1055,994,938,856,768,695,623,576,504,437,361,318,278,232,185,131,91,51,14,-6,-12,-1,-9,-27,-38,-48,-35,-6,-1,-1,-4,-14,-16,-4,-14,-68,-67,-54,-46,-8,-1,-22,-36,-32,-24,-24,-38,-27,-32,-43,-49,-20,-4,-19,-28,-46,-60,-56,-35,-32,-40,-43,-46,-56,-54,-48,-38,-36,-35,-44,-32,-30,-30,-32,-27,-17,-19,-11,-12,-25,-25,-19,-14,-3,-11,-19,-24,-24,-22,-22,-16,-12,-11,-16,-22,-27,-35,-30,-27,-27,-32,-33,-35,-33,-24
1,-8,-9,-11,-11,-14,-14,-12,-12,-14,-14,-17,-16,-14,-16,-14,-14,-17,-19,-16,-17,-17,-14,-14,-16,-16,-16,-16,-17,-16,-17,-14,-16,-16,-17,-16,-12,-14,-14,-12,-11,-11,-6,-3,0,1,1,4,4,6,19,28,41,44,43,51,49,57,75,84,102,120,133,155,157,150,174,201,237,285,309,360,407,456,514,568,618,669,738,802,862,932,988,1049,1096,1134,1166,1203,1229,1256,1285,1302,1312,1322,1318,1317,1310,1289,1269,1243,1211,1180,1150,1112,1060,995,919,820,738,687,631,583,515,445,379,333,288,230,184,123,76,44,4,-9,-11,-6,-28,-35,-33,-38,-25,-3,-11,-14,-16,-19,-17,-6,-54,-80,-60,-43,-25,8,-20,-41,-43,-27,-24,-33,-36,-33,-51,-46,-30,-9,-25,-46,-52,-49,-54,-52,-32,-43,-43,-40,-44,-56,-43,-36,-36,-41,-41,-28,-28,-22,-28,-36,-24,-20,-9,-1,-16,-20,-16,-12,-11,-12,-16,-17,-14,-12,-17,-17,-11,-6,-8,-11,-20,-24,-20,-22,-22,-22,-25,-27,-33,-33,-32
-1,-11,-12,-12,-16,-16,-14,-14,-16,-16,-14,-14,-16,-16,-16,-16,-14,-16,-12,-22,-16,-17,-17,-16,-19,-17,-19,-19,-19,-19,-20,-20,-22,-20,-19,-19,-17,-16,-16,-12,-11,-17,-16,-14,-16,-16,-8,-1,1,6,19,28,38,38,41,44,48,64,70,81,97,115,124,163,166,150,171,203,246,301,325,365,407,459,515,572,624,673,751,823,874,924,972,1033,1100,1145,1174,1208,1238,1262,1288,1310,1314,1312,1314,1312,1305,1291,1264,1233,1201,1166,1136,1099,1044,977,918,839,757,705,631,568,495,427,374,330,277,221,169,121,88,48,6,-8,-8,3,-20,-38,-38,-41,-28,-4,-3,-6,-8,-20,-19,-8,-11,-73,-70,-54,-41,-9,4,-27,-40,-25,-14,-19,-28,-32,-44,-43,-36,-12,-11,-36,-44,-49,-51,-44,-32,-35,-38,-36,-48,-54,-49,-43,-40,-38,-33,-35,-32,-28,-25,-27,-30,-28,-19,-19,-12,-16,-14,-12,-12,-12,-14,-12,-11,-14,-16,-27,-25,-17,-12,-16,-9,-16,-32,-32,-33,-27,-25,-24,-28,-35,-32
-1,-11,-11,-12,-12,-12,-14,-14,-14,-11,-14,-11,-11,-12,-11,-12,-17,-16,-16,-16,-17,-16,-16,-22,-19,-17,-24,-17,-20,-19,-17,-22,-16,-17,-14,-16,-14,-16,-16,-16,-14,-11,-8,-3,-6,-6,-8,-1,0,3,19,30,36,43,46,52,48,56,68,80,102,116,128,158,168,155,172,195,235,289,315,361,408,458,515,573,626,675,738,803,863,933,992,1053,1104,1140,1172,1204,1231,1261,1289,1311,1316,1322,1325,1321,1311,1297,1273,1252,1223,1188,1159,1113,1055,994,927,839,767,711,650,586,509,440,400,350,296,240,174,124,84,48,8,-1,-1,-22,-40,-38,-35,-22,-12,-1,-9,-14,-9,-12,-9,-14,-70,-84,-54,-35,-4,6,-30,-43,-27,-14,-9,-22,-46,-52,-59,-38,-22,-6,-44,-57,-48,-46,-38,-28,-25,-36,-43,-46,-48,-51,-36,-36,-41,-41,-43,-33,-16,-30,-33,-27,-20,-6,-8,-24,-24,-14,-11,-4,-12,-22,-20,-14,-9,-12,-16,-14,-12,-16,-20,-22,-25,-25,-17,-16,-19,-20,-22,-30,-35,-27,-28
1,-8,-12,-16,-14,-16,-14,-16,-19,-16,-16,-16,-19,-14,-16,-14,-16,-12,-17,-20,-17,-12,-14,-16,-16,-16,-20,-22,-16,-12,-20,-17,-19,-19,-17,-16,-17,-14,-11,-14,-14,-14,-8,-6,-6,1,3,4,1,6,19,25,40,41,43,49,49,54,68,80,102,118,131,147,153,152,173,200,238,281,312,360,408,461,522,570,618,669,738,807,876,938,989,1044,1095,1130,1163,1201,1227,1255,1284,1300,1310,1315,1319,1315,1305,1287,1267,1243,1214,1179,1146,1095,1038,980,909,815,728,684,632,595,530,458,382,333,286,235,185,124,75,41,1,-12,-9,-6,-28,-32,-32,-40,-28,1,-9,-9,-8,-16,-12,-9,-62,-83,-54,-40,-30,12,-12,-36,-33,-17,-24,-40,-41,-35,-46,-40,-11,-8,-30,-48,-51,-48,-49,-38,-33,-46,-41,-38,-49,-51,-41,-40,-35,-35,-41,-25,-24,-27,-30,-27,-22,-11,-6,-9,-19,-16,-17,-20,-11,-11,-16,-20,-12,-16,-19,-14,-12,-16,-12,-16,-22,-24,-25,-28,-22,-20,-24,-32,-32,-35,-32
0,-9,-14,-12,-11,-14,-16,-11,-11,-11,-11,-14,-11,-14,-16,-14,-14,-16,-14,-14,-16,-17,-16,-12,-16,-16,-16,-16,-19,-16,-16,-17,-14,-14,-14,-14,-12,-16,-14,-12,-12,-11,-12,-9,-6,0,1,3,4,9,19,30,38,44,43,49,49,57,70,80,102,118,131,153,169,161,174,201,227,286,317,363,408,458,517,576,626,677,748,816,866,937,996,1060,1114,1145,1172,1211,1241,1267,1300,1315,1323,1326,1328,1324,1318,1300,1279,1254,1227,1191,1161,1118,1062,996,927,837,751,695,635,597,544,474,397,339,289,238,187,128,86,48,6,-14,-12,-9,-36,-35,-33,-41,-27,-1,-9,-16,-14,-17,-17,-11,-28,-78,-70,-56,-36,-9,-3,-32,-49,-33,-16,-32,-32,-33,-49,-52,-25,-8,-28,-52,-54,-52,-52,-48,-28,-46,-52,-44,-57,-52,-44,-36,-36,-43,-38,-28,-22,-20,-36,-28,-20,-11,-8,-6,-17,-24,-19,-14,-11,-14,-16,-16,-14,-17,-20,-17,-17,-16,-12,-14,-20,-24,-20,-17,-20,-27,-30,-33,-33,-40,-27
0,-11,-14,-17,-16,-16,-12,-12,-19,-17,-14,-17,-16,-17,-17,-20,-22,-20,-20,-20,-19,-17,-19,-17,-20,-24,-20,-17,-20,-20,-17,-20,-19,-19,-17,-17,-16,-16,-17,-14,-12,-9,-9,-8,-3,-3,3,0,1,8,19,28,40,43,41,48,51,59,68,83,104,118,131,160,156,153,177,200,238,285,312,361,410,466,525,575,618,675,747,810,882,948,999,1052,1098,1134,1166,1204,1231,1263,1289,1311,1316,1323,1323,1319,1310,1290,1273,1252,1223,1193,1164,1114,1057,986,919,815,738,690,643,595,526,451,384,339,288,235,179,126,78,46,9,-9,0,-11,-27,-33,-36,-41,-16,1,-12,-8,-11,-22,-16,-11,-57,-76,-51,-40,-28,11,-9,-36,-48,-30,-33,-36,-30,-36,-49,-49,-20,-3,-28,-57,-62,-49,-49,-27,-36,-59,-54,-48,-49,-52,-43,-44,-36,-38,-33,-32,-25,-24,-35,-28,-16,-16,-12,-24,-24,-22,-20,-14,-14,-19,-22,-22,-17,-17,-17,-17,-11,-9,-14,-24,-25,-25,-25,-17,-20,-25,-32,-32,-33,-33,-32
-1,-12,-14,-12,-9,-14,-14,-17,-19,-14,-17,-22,-19,-16,-16,-16,-17,-19,-17,-22,-20,-20,-19,-17,-25,-19,-19,-16,-22,-20,-17,-20,-16,-17,-14,-16,-16,-17,-14,-11,-12,-9,-6,-3,0,-1,-3,-1,1,9,19,28,38,43,44,52,49,57,70,86,105,120,131,150,165,152,171,200,227,286,315,354,410,453,520,575,619,668,728,794,861,927,985,1044,1095,1127,1158,1187,1220,1252,1276,1299,1307,1310,1311,1308,1300,1286,1263,1233,1206,1172,1140,1095,1038,970,895,805,733,685,632,589,533,458,389,331,280,219,177,124,76,44,1,-12,-11,-12,-27,-27,-33,-40,-16,-4,-11,-8,-16,-22,-11,-9,-49,-81,-60,-49,-25,6,-16,-44,-44,-16,-22,-25,-25,-49,-62,-59,-14,-8,-28,-57,-65,-46,-46,-51,-36,-52,-52,-52,-62,-54,-44,-28,-32,-40,-33,-27,-28,-22,-30,-28,-16,-12,-20,-20,-12,-14,-20,-17,-20,-22,-19,-16,-19,-16,-14,-14,-16,-16,-11,-16,-24,-30,-25,-22,-19,-20,-25,-33,-35,-33,-25
0,-11,-14,-16,-16,-19,-16,-16,-12,-14,-12,-17,-20,-19,-17,-16,-14,-17,-17,-19,-19,-19,-19,-16,-19,-19,-17,-19,-19,-16,-19,-14,-16,-17,-16,-14,-16,-14,-11,-12,-12,-11,-9,-4,0,0,0,4,3,9,19,30,36,40,48,49,54,59,67,83,107,118,134,161,164,166,181,200,233,286,320,365,410,461,520,575,626,680,743,802,861,929,985,1049,1102,1140,1172,1204,1238,1263,1287,1307,1316,1318,1318,1319,1310,1292,1268,1241,1211,1179,1150,1108,1047,985,916,823,744,685,634,584,514,448,386,339,285,227,177,123,80,49,6,-11,-9,-9,-32,-32,-32,-35,-25,-3,-9,-14,-11,-9,-16,-11,-62,-84,-59,-48,-22,14,-19,-40,-46,-28,-28,-30,-33,-36,-60,-40,-14,0,-22,-54,-57,-43,-48,-46,-32,-48,-43,-36,-46,-56,-46,-41,-40,-44,-40,-35,-32,-20,-27,-38,-24,-19,-4,-11,-14,-17,-22,-17,-16,-16,-19,-20,-24,-19,-14,-12,-12,-12,-12,-16,-22,-30,-30,-25,-22,-27,-25,-28,-38,-33,-30
1,-11,-14,-16,-14,-12,-12,-16,-14,-16,-14,-16,-16,-16,-16,-16,-17,-12,-17,-17,-17,-17,-20,-20,-19,-17,-19,-17,-20,-22,-19,-16,-17,-14,-16,-17,-14,-12,-16,-16,-11,-11,-8,-6,-1,3,1,1,3,6,19,28,43,43,41,52,51,57,73,84,102,121,137,155,158,157,179,203,233,290,318,362,411,467,527,576,616,668,733,802,863,929,980,1044,1096,1132,1163,1198,1229,1257,1285,1305,1310,1320,1322,1322,1309,1296,1272,1246,1217,1185,1153,1110,1047,980,906,810,740,695,642,596,528,459,394,344,288,230,176,123,78,44,1,-8,-4,-9,-24,-28,-28,-27,-25,-3,-11,-17,-11,-6,-14,-9,-54,-88,-56,-36,-22,8,-9,-35,-40,-25,-27,-32,-36,-32,-56,-40,-16,-1,-27,-56,-52,-46,-49,-32,-33,-56,-48,-52,-57,-51,-40,-38,-38,-40,-35,-30,-28,-22,-30,-28,-16,-6,-12,-19,-22,-20,-17,-16,-12,-14,-17,-19,-19,-24,-19,-14,-9,-9,-11,-20,-27,-28,-27,-24,-22,-22,-25,-30,-35,-35,-25
0,-9,-12,-12,-12,-11,-8,-14,-12,-12,-12,-14,-11,-12,-14,-17,-17,-17,-16,-19,-17,-19,-16,-16,-20,-20,-16,-16,-16,-19,-16,-14,-14,-12,-12,-12,-9,-12,-14,-12,-11,-12,-8,-3,1,0,3,1,3,11,19,30,43,43,46,57,52,57,72,86,104,123,131,160,171,160,180,204,235,291,321,366,413,466,523,581,637,690,757,821,885,954,1008,1069,1121,1154,1189,1218,1249,1271,1300,1319,1325,1334,1332,1334,1324,1309,1290,1260,1234,1199,1169,1124,1068,1005,928,832,765,711,651,592,522,451,398,355,297,237,177,126,78,46,4,-9,-4,-14,-40,-40,-36,-28,-22,-3,-6,-16,-8,-12,-16,-12,-70,-81,-57,-38,-8,6,-27,-44,-38,-16,-16,-25,-41,-51,-70,-40,-22,-4,-28,-51,-49,-41,-46,-43,-33,-43,-40,-36,-44,-54,-41,-33,-36,-38,-44,-33,-25,-20,-32,-25,-20,-17,-9,-8,-11,-16,-9,-11,-16,-17,-20,-20,-14,-9,-14,-17,-16,-14,-12,-12,-17,-20,-24,-19,-17,-20,-24,-25,-28,-25,-22
3,-6,-11,-11,-9,-12,-8,-11,-11,-12,-14,-12,-11,-11,-12,-14,-14,-16,-12,-12,-12,-14,-12,-12,-16,-16,-14,-14,-12,-16,-11,-11,-14,-20,-12,-12,-12,-12,-14,-9,-11,-9,-4,-4,-1,0,1,1,0,12,19,30,48,41,46,54,49,59,80,88,105,120,136,155,163,155,176,203,241,288,317,365,413,467,527,579,623,677,748,818,879,945,1001,1055,1103,1139,1174,1204,1235,1262,1289,1308,1315,1324,1323,1321,1312,1288,1270,1248,1219,1185,1155,1108,1051,988,918,820,741,687,631,586,523,450,379,333,283,227,184,129,83,46,9,-9,-9,-8,-28,-30,-32,-38,-16,-1,-11,-11,-12,-17,-12,-17,-65,-73,-57,-36,-17,11,-19,-40,-33,-14,-30,-33,-28,-35,-51,-43,-4,-14,-40,-48,-51,-49,-46,-30,-28,-41,-32,-35,-46,-46,-36,-35,-28,-32,-33,-25,-16,-20,-27,-27,-16,-3,-1,-6,-19,-14,-14,-9,-6,-12,-17,-11,-16,-11,-9,-9,-9,0,-6,-16,-24,-22,-20,-8,-6,-12,-19,-25,-27,-24,-25
-1,-12,-19,-16,-14,-14,-16,-19,-20,-19,-16,-19,-16,-14,-17,-17,-14,-17,-14,-16,-19,-19,-17,-17,-16,-14,-16,-17,-20,-19,-19,-12,-16,-14,-14,-14,-14,-16,-14,-11,-9,-6,-4,-3,-3,-1,1,6,3,9,19,30,43,44,44,46,54,60,75,86,107,121,134,156,166,163,177,206,245,289,326,370,413,467,519,571,623,679,746,824,876,937,999,1060,1111,1148,1177,1209,1241,1263,1292,1313,1324,1326,1328,1326,1318,1303,1278,1252,1219,1188,1154,1105,1054,991,919,824,743,690,632,587,527,456,384,338,288,233,184,124,80,48,8,-11,-9,-9,-28,-36,-32,-40,-24,1,-9,-12,-9,-19,-16,-6,-51,-83,-62,-49,-32,6,-11,-44,-46,-11,-12,-30,-32,-46,-62,-51,-14,-4,-35,-48,-49,-46,-51,-48,-38,-46,-36,-36,-52,-54,-44,-36,-36,-40,-38,-25,-28,-25,-27,-30,-22,-16,-8,-9,-14,-17,-22,-17,-17,-17,-17,-19,-20,-19,-17,-17,-12,-12,-6,-9,-16,-25,-25,-27,-20,-19,-25,-25,-28,-33,-24
0,-8,-14,-16,-14,-12,-11,-12,-12,-16,-14,-24,-14,-17,-16,-17,-19,-20,-19,-16,-16,-17,-17,-19,-19,-19,-17,-17,-17,-17,-14,-16,-17,-16,-14,-14,-12,-16,-14,-12,-11,-9,-6,-4,-3,-3,0,1,1,11,19,25,38,46,46,56,57,59,75,88,107,121,139,165,161,161,177,205,246,294,326,371,414,471,533,581,634,687,757,818,881,948,1006,1067,1111,1147,1183,1214,1244,1268,1296,1316,1323,1331,1331,1332,1323,1304,1284,1259,1230,1198,1166,1126,1070,1001,918,823,761,701,644,575,507,440,402,352,294,230,166,121,78,41,6,-6,0,-14,-40,-43,-36,-20,-17,-3,-6,-12,-8,-14,-12,-12,-68,-81,-54,-33,-8,11,-24,-49,-36,-20,-17,-24,-38,-51,-67,-35,-24,-8,-33,-52,-43,-41,-41,-44,-35,-46,-41,-44,-54,-46,-33,-35,-36,-41,-44,-27,-25,-33,-30,-19,-24,-17,-12,-12,-11,-9,-9,-14,-22,-25,-24,-11,-9,-11,-17,-22,-19,-19,-16,-20,-19,-22,-27,-24,-25,-20,-22,-19,-24,-32,-33
-1,-16,-14,-14,-14,-12,-11,-14,-17,-14,-14,-14,-16,-19,-17,-20,-16,-17,-16,-16,-12,-17,-16,-17,-17,-19,-14,-20,-19,-20,-22,-20,-16,-17,-17,-16,-17,-17,-17,-16,-12,-11,-11,-6,-3,-3,1,4,3,4,19,28,38,40,43,49,51,54,68,83,100,120,132,153,160,155,169,198,232,286,318,365,414,461,526,578,624,671,741,802,860,933,996,1058,1105,1138,1175,1207,1239,1263,1294,1313,1321,1326,1331,1322,1318,1300,1279,1260,1228,1193,1158,1119,1063,993,912,820,747,704,650,608,547,472,402,350,294,233,187,129,84,46,3,-9,-8,-6,-25,-28,-33,-41,-19,1,-11,-11,-11,-20,-14,-3,-49,-86,-57,-46,-35,-3,3,-36,-43,-32,-19,-32,-41,-38,-52,-44,-27,-3,-11,-36,-57,-48,-46,-46,-28,-46,-51,-44,-51,-57,-44,-35,-33,-38,-33,-25,-28,-20,-30,-28,-16,-11,-8,-11,-22,-24,-17,-16,-12,-16,-16,-16,-16,-14,-12,-12,-16,-12,-9,-11,-22,-27,-24,-22,-24,-19,-30,-30,-30,-27,-30
1,-9,-14,-14,-14,-16,-14,-14,-19,-19,-16,-17,-17,-16,-20,-22,-22,-19,-19,-19,-20,-20,-20,-20,-16,-19,-16,-19,-17,-19,-19,-16,-17,-17,-19,-17,-17,-16,-17,-14,-14,-14,-14,-14,-12,-12,-4,1,4,12,19,36,48,46,48,54,51,57,75,83,96,115,131,160,164,153,169,200,235,301,328,366,414,466,525,581,626,679,760,827,875,933,986,1053,1111,1141,1170,1204,1231,1260,1287,1306,1314,1318,1318,1314,1309,1290,1265,1237,1205,1172,1138,1093,1042,981,920,840,743,675,614,570,514,440,365,318,275,222,177,128,84,48,17,-8,-17,-6,-25,-30,-36,-41,-17,-1,-3,-3,-12,-22,-12,-9,-46,-65,-68,-60,-36,-11,-12,-30,-38,-28,-9,-22,-35,-40,-56,-64,-46,-9,-9,-33,-51,-62,-52,-48,-41,-33,-38,-43,-43,-54,-52,-43,-33,-33,-40,-33,-28,-22,-25,-24,-19,-22,-25,-24,-24,-19,-11,0,-12,-20,-22,-19,-11,-11,-16,-20,-22,-25,-27,-24,-19,-25,-22,-24,-25,-27,-28,-30,-27,-22,-20
1,-9,-11,-12,-16,-12,-16,-14,-16,-14,-14,-16,-17,-16,-19,-16,-19,-19,-17,-17,-19,-16,-19,-17,-20,-19,-16,-17,-17,-20,-20,-19,-17,-19,-19,-19,-16,-14,-14,-12,-14,-14,-14,-4,-4,-4,-6,-3,-3,3,19,36,51,51,48,54,48,59,76,89,108,121,142,158,156,150,172,204,248,299,323,363,416,472,533,581,626,682,755,818,871,930,1000,1066,1114,1148,1181,1220,1253,1279,1301,1317,1324,1332,1334,1330,1319,1298,1274,1249,1221,1188,1162,1117,1068,1008,933,847,779,730,672,616,541,459,406,358,309,251,195,136,92,54,12,-3,-6,-17,-32,-36,-35,-27,-19,-8,-16,-20,-12,-12,-8,-20,-68,-81,-52,-40,-12,12,-19,-36,-35,-27,-27,-35,-43,-40,-49,-43,-22,-9,-33,-54,-52,-51,-46,-28,-28,-49,-48,-44,-43,-49,-40,-43,-41,-33,-43,-28,-20,-27,-36,-24,-22,-8,-6,-22,-19,-12,-14,-6,-6,-14,-19,-17,-17,-17,-16,-12,-6,-9,-14,-17,-22,-24,-16,-16,-17,-17,-27,-28,-28,-25,-24
1,-3,-8,-8,-11,-12,-14,-12,-12,-14,-12,-16,-14,-14,-19,-17,-17,-17,-17,-16,-19,-17,-14,-16,-12,-16,-16,-16,-17,-17,-19,-16,-20,-17,-16,-16,-16,-17,-14,-14,-14,-11,-8,-6,-3,-1,-4,-1,1,8,19,30,40,41,46,52,48,56,76,88,105,120,124,150,163,156,176,205,232,286,318,365,416,459,527,583,627,680,748,816,876,935,986,1049,1105,1145,1182,1212,1246,1271,1297,1311,1321,1324,1328,1326,1319,1299,1278,1252,1225,1195,1158,1111,1049,983,906,820,748,693,642,595,536,469,402,336,275,232,187,134,84,46,6,-8,-6,-17,-30,-32,-33,-32,-16,-6,-17,-6,-4,-12,-8,-12,-57,-80,-56,-40,-12,11,-12,-36,-44,-27,-33,-40,-35,-40,-48,-48,-14,-11,-38,-62,-56,-44,-41,-30,-41,-57,-46,-48,-44,-43,-40,-40,-36,-36,-33,-25,-14,-24,-28,-24,-14,-14,-14,-11,-9,-16,-16,-17,-17,-17,-14,-16,-11,-4,-6,-16,-12,-16,-11,-11,-19,-25,-27,-25,-22,-24,-25,-27,-30,-32,-35
1,-9,-17,-16,-16,-16,-17,-14,-14,-12,-12,-14,-17,-16,-14,-17,-14,-16,-16,-19,-17,-17,-16,-16,-19,-17,-19,-19,-17,-19,-17,-20,-17,-17,-17,-17,-12,-14,-12,-12,-16,-12,-12,-6,-3,-3,1,0,1,3,19,30,38,41,41,51,52,56,67,81,99,116,134,155,158,150,173,203,230,285,320,365,416,461,519,573,626,674,743,816,877,940,989,1052,1105,1148,1183,1217,1247,1275,1307,1326,1334,1335,1334,1334,1324,1303,1286,1257,1230,1198,1166,1121,1062,1001,930,832,751,704,645,602,538,464,387,341,296,238,187,136,92,54,12,-11,-8,-4,-24,-30,-30,-35,-14,-3,-11,-8,-9,-14,-1,-17,-64,-64,-64,-51,-30,9,-11,-32,-38,-32,-33,-30,-19,-22,-41,-51,-22,-3,-17,-43,-62,-51,-36,-28,-35,-51,-57,-54,-44,-41,-48,-44,-36,-36,-33,-35,-16,-30,-28,-22,-14,-6,-19,-27,-22,-12,-8,-16,-16,-17,-14,-20,-25,-19,-16,-11,-9,-16,-22,-20,-22,-24,-25,-28,-27,-33,-30,-30,-32,-28,-24
0,-14,-17,-20,-19,-25,-17,-14,-19,-17,-19,-17,-14,-16,-14,-17,-16,-17,-17,-16,-17,-16,-16,-14,-17,-22,-17,-20,-20,-20,-19,-19,-17,-16,-16,-12,-11,-14,-17,-12,-11,-8,-4,-3,-4,-1,3,1,4,9,19,30,40,46,43,49,54,57,70,81,100,113,128,156,166,158,173,198,237,291,323,373,418,467,525,584,637,693,759,829,893,964,1020,1074,1127,1159,1193,1225,1249,1276,1300,1319,1326,1331,1335,1331,1327,1310,1289,1262,1235,1203,1175,1132,1076,1010,951,865,768,701,637,595,539,469,389,339,296,241,198,147,89,48,11,-9,-11,0,-25,-33,-33,-46,-20,-1,-9,-8,-8,-20,-20,-4,-52,-83,-65,-57,-35,0,-9,-43,-49,-25,-11,-28,-36,-32,-51,-68,-32,-1,-20,-38,-44,-54,-54,-52,-43,-46,-40,-35,-48,-59,-62,-48,-38,-36,-40,-32,-28,-25,-25,-32,-28,-17,-17,-16,-11,-20,-20,-16,-16,-16,-19,-22,-14,-17,-20,-22,-16,-17,-14,-14,-19,-27,-32,-33,-28,-27,-24,-27,-35,-33,-33
1,-12,-14,-16,-14,-16,-14,-17,-14,-16,-16,-17,-19,-17,-14,-12,-16,-17,-16,-16,-17,-14,-12,-16,-17,-17,-22,-19,-14,-17,-20,-17,-19,-12,-14,-20,-11,-11,-12,-12,-12,-11,-11,-1,-1,-1,-1,4,0,6,19,32,43,46,56,56,52,59,75,89,108,120,142,157,158,161,182,216,253,290,323,366,418,479,536,578,624,677,754,823,879,939,999,1055,1110,1148,1182,1216,1253,1283,1309,1328,1329,1334,1338,1333,1320,1302,1280,1257,1229,1193,1155,1107,1054,988,921,834,751,701,645,600,538,461,386,341,298,246,197,132,75,48,8,-8,-9,-4,-32,-33,-36,-40,-25,-3,-9,-16,-12,-22,-17,-11,-60,-89,-60,-52,-27,12,-14,-48,-41,-11,-16,-32,-38,-49,-57,-51,-16,-8,-33,-54,-52,-52,-52,-40,-35,-46,-36,-43,-56,-60,-49,-44,-41,-33,-38,-35,-30,-25,-30,-32,-24,-12,-3,-8,-22,-28,-24,-17,-11,-12,-17,-17,-19,-22,-19,-12,-12,-11,-11,-14,-22,-25,-25,-22,-22,-19,-24,-30,-32,-25,-24
3,-9,-14,-14,-12,-12,-14,-11,-11,-14,-16,-16,-19,-14,-14,-16,-11,-16,-14,-16,-14,-19,-17,-17,-17,-14,-17,-19,-16,-17,-19,-16,-17,-16,-16,-16,-12,-14,-14,-12,-11,-11,-9,-1,-3,-3,-4,0,0,6,19,33,46,46,51,51,51,62,78,91,113,123,142,166,158,160,182,206,248,289,325,370,419,470,538,586,626,679,743,802,868,929,990,1055,1098,1130,1166,1203,1231,1255,1283,1295,1305,1307,1310,1311,1307,1284,1267,1241,1211,1175,1140,1095,1044,983,906,810,748,698,651,587,512,435,395,347,291,232,168,113,83,48,6,-6,-6,-17,-33,-40,-38,-28,-17,-9,-11,-16,-12,-19,-14,-20,-76,-81,-56,-52,-8,19,-27,-48,-30,-19,-8,-16,-35,-62,-72,-48,-27,1,-16,-48,-41,-36,-52,-43,-40,-44,-38,-35,-48,-56,-41,-41,-44,-35,-40,-36,-35,-32,-28,-32,-30,-8,0,-19,-22,-19,-20,-12,-8,-24,-17,-17,-16,-17,-22,-16,-11,-9,-12,-20,-27,-27,-20,-14,-16,-22,-25,-30,-24,-20,-24
